"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_Head","type_value_ThrowIn","type_value_Chipped","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_RelatedEventId","type_value_BlockedY","type_value_RegularPlay","type_value_MissLeft","type_value_BoxLeft","type_value_BlockedX","type_value_GoalMouthZ","type_value_Assisted","type_value_RightFoot","type_value_LowLeft","type_value_Blocked","type_value_LeftFoot","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_Cross","type_value_BlockedCross","type_value_Volley","type_value_ThrowinSetPiece","type_value_MissRight","type_value_FirstTouch","type_value_LowCentre","type_value_BoxCentre","type_value_LeadingToAttempt","type_value_BoxRight","type_value_GoalKick","type_value_LayOff","type_value_CornerTaken","type_value_Foul","type_value_Yellow","type_value_FreekickTaken","type_value_SixYardBlock","type_value_SetPiece","type_value_HighClaim","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_FromCorner","type_value_SmallBoxRight","type_value_ParriedDanger","type_value_Feet","type_value_OverRun","type_value_DivingSave","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissHigh","type_value_SmallBoxLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_FastBreak","type_value_BigChance","type_value_OneOnOne","type_value_Collected","type_value_KeeperSaveObox","type_value_Penalty","type_value_KeeperMissed","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_HighRight","type_value_OutOfBoxDeepLeft","type_value_DirectFreekick","type_value_DeepBoxRight","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_AerialFoul","type_value_GoalDisallowed","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_OutOfBoxDeepRight","value_Length","value_Angle","value_PassEndY","value_StandingSave","value_PassEndX","value_Zone","value_Longball","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_Head","value_ThrowIn","value_Chipped","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_GoalMouthY","value_RelatedEventId","value_BlockedY","value_RegularPlay","value_MissLeft","value_BoxLeft","value_BlockedX","value_GoalMouthZ","value_Assisted","value_RightFoot","value_LowLeft","value_Blocked","value_LeftFoot","value_IndividualPlay","value_OutOfBoxCentre","value_OutfielderBlock","value_Cross","value_BlockedCross","value_Volley","value_ThrowinSetPiece","value_MissRight","value_FirstTouch","value_LowCentre","value_BoxCentre","value_LeadingToAttempt","value_BoxRight","value_GoalKick","value_LayOff","value_CornerTaken","value_Foul","value_Yellow","value_FreekickTaken","value_SixYardBlock","value_SetPiece","value_HighClaim","value_KeeperThrow","value_OtherBodyPart","value_FromCorner","value_SmallBoxRight","value_ParriedDanger","value_Feet","value_OverRun","value_DivingSave","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissHigh","value_SmallBoxLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_FastBreak","value_BigChance","value_OneOnOne","value_Collected","value_KeeperSaveObox","value_Penalty","value_KeeperMissed","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_HighRight","value_OutOfBoxDeepLeft","value_DirectFreekick","value_DeepBoxRight","value_BigChanceCreated","value_SmallBoxCentre","value_AerialFoul","value_GoalDisallowed","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_OutOfBoxDeepRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,8,0,19,174,69.825,53.108,"FirstHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,402596,69.825,53.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316666666666667,2811046703,0,NA,NA,NA,NA,NA,56,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",8,"Elliot Anderson","DMC",TRUE,0,0,0,"E. Anderson",11,2,"Crystal Palace",11
12,8,0,21,162,37.59,13.192,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,328096,29.4,7.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2811046741,0,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3","3.79","10.3",NA,"28.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01214719,0.00977659,-0.0023706,"Crystal Palace","Nottingham Forest",14,"Jean-Philippe Mateta","FW",TRUE,-9.72699605957095,0,-142.92692668269,"J. Mateta",12,2,"Crystal Palace",12
13,9,0,22,162,29.4,7.004,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,400496,31.605,12.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,2811046757,0,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.2","1.21","18.9",NA,"30.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.00977659,0.0105949,0.000818310000000001,"Crystal Palace","Nottingham Forest",12,"Daniel Munoz","DMR",TRUE,3.8943816741165,0,69.3409493138826,"D. Munoz",13,2,"Crystal Palace",13
14,10,0,23,162,31.605,12.852,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,430774,38.115,9.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383333333333333,2811046773,0,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","5.76","13.4",NA,"36.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.0105949,0.01214719,0.00155229,"Crystal Palace","Nottingham Forest",20,"Adam Wharton","MC",TRUE,5.01567616950771,0,-29.8774006233641,"A. Wharton",14,2,"Crystal Palace",14
15,10.5,0,24,162,38.115,9.112,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,328096,57.435,14.076,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01214719,0.01611813,0.00397094,"Crystal Palace","Nottingham Forest",14,"Jean-Philippe Mateta","FW",TRUE,0,19.7960458490532,14.4096458198589,"J. Mateta",15,2,"Crystal Palace",15
16,11,0,25,162,57.435,14.076,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,328096,76.335,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,2811046781,0,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.4","5.90","9.5",NA,"72.7","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",14,"Jean-Philippe Mateta","FW",TRUE,11.8184251259512,0,-21.9476091678066,"J. Mateta",16,2,"Crystal Palace",16
17,9,0,28,174,30.135,61.336,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,386969,29.925,62.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,2811046813,0,212,213,141,NA,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","1.73","92.1",NA,"28.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",7,"Neco Williams","DL",TRUE,0,0,99.232046514422,"N. Williams",17,2,"Crystal Palace",17
18,12,0,28,162,76.125,6.256,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,400496,76.125,6.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,2811046791,0,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",12,"Daniel Munoz","DMR",TRUE,0,0,0,"D. Munoz",18,2,"Crystal Palace",18
19,11,1,12,174,22.26,68,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 212, 36, 38, 216)",TRUE,386969,41.79,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2811047349,1,212,213,141,NA,140,56,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.8","6.11","96.3",NA,"39.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",7,"Neco Williams","DL",TRUE,18.8364837566906,0,-7.34083631225336,"N. Williams",19,2,"Crystal Palace",19
20,14,1,14,162,55.545,3.128,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 36, 37, 216, 218)",TRUE,395401,55.965,6.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23333333333333,2811047357,1,212,213,141,178,140,56,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","1.44","9.2",NA,"53.3","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01473596,0.01473596,0,"Crystal Palace","Nottingham Forest",26,"Chris Richards","DC",TRUE,1.96020120148928,0,82.3525715898395,"C. Richards",20,2,"Crystal Palace",20
21,16,1,16,162,57.015,5.372,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,430774,72.45,28.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26666666666667,2811047387,1,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.6","0.98","41.6",NA,"69.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",20,"Adam Wharton","MC",TRUE,22.8285755405322,0,56.0378862569627,"A. Wharton",21,2,"Crystal Palace",21
22,13,1,20,174,28.14,29.716,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,315543,35.385,41.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,2811047429,1,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.5","1.01","60.5",NA,"33.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01132376,0.01262646,0.0013027,"Nottingham Forest","Crystal Palace",34,"Ola Aina","DR",TRUE,6.99910163201514,0,57.6174902355074,"O. Aina",22,3,"Nottingham Forest",22
23,14,1,22,174,35.385,41.14,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,328075,23.205,49.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36666666666667,2811047447,1,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.9","2.53","73.0",NA,"22.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01262646,0.01001304,-0.00261342,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,-13.2966413172646,0,145.090146886169,"I. Sangare",23,3,"Nottingham Forest",23
24,15,1,24,174,23.205,49.64,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,445424,28.35,62.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2811047481,1,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.0","1.19","92.1",NA,"27.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01001304,0.00977659,-0.000236450000000001,"Nottingham Forest","Crystal Palace",5,"Murillo","DC",TRUE,1.45517213977955,0,68.3897534445949,"Murillo",24,3,"Nottingham Forest",24
