"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_Chipped","type_value_Head","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_LeftFoot","type_value_OtherBodyPart","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_Throughball","type_value_KeeperThrow","type_value_ShotAssist","type_value_KeyPass","type_value_RegularPlay","type_value_RelatedEventId","type_value_GoalMouthY","type_value_IndividualPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_OutOfBoxCentre","type_value_MissHigh","type_value_GoalKick","type_value_BlockedX","type_value_Blocked","type_value_LowCentre","type_value_BlockedY","type_value_OutfielderBlock","type_value_IntentionalAssist","type_value_HighCentre","type_value_BoxCentre","type_value_FirstTouch","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ThrowinSetPiece","type_value_BoxRight","type_value_FromShotOffTarget","type_value_DivingSave","type_value_BoxLeft","type_value_LeadingToGoal","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_HighClaim","type_value_LowRight","type_value_KeeperSaveObox","type_value_Yellow","type_value_FastBreak","type_value_Volley","type_value_ParriedSafe","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OverRun","type_value_LowLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_HighRight","type_value_HighLeft","type_value_LeadingToAttempt","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_SixYardBlock","type_value_SmallBoxRight","type_value_FromCorner","value_Zone","value_PassEndX","value_PassEndY","value_Angle","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_Chipped","value_Head","value_RightFoot","value_Cross","value_BlockedCross","value_MissRight","value_MissLeft","value_CornerTaken","value_LeftFoot","value_OtherBodyPart","value_Foul","value_FreekickTaken","value_LayOff","value_Throughball","value_KeeperThrow","value_ShotAssist","value_KeyPass","value_RegularPlay","value_RelatedEventId","value_GoalMouthY","value_IndividualPlay","value_GoalMouthZ","value_Assisted","value_OutOfBoxCentre","value_MissHigh","value_GoalKick","value_BlockedX","value_Blocked","value_LowCentre","value_BlockedY","value_OutfielderBlock","value_IntentionalAssist","value_HighCentre","value_BoxCentre","value_FirstTouch","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_ThrowinSetPiece","value_BoxRight","value_FromShotOffTarget","value_DivingSave","value_BoxLeft","value_LeadingToGoal","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_HighClaim","value_LowRight","value_KeeperSaveObox","value_Yellow","value_FastBreak","value_Volley","value_ParriedSafe","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OverRun","value_LowLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_HighRight","value_HighLeft","value_LeadingToAttempt","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_SixYardBlock","value_SmallBoxRight","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,7,0,18,161,48.72,65.484,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,403693,48.72,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2818876467,0,56,NA,NA,NA,178,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",8,"Joao Gomes","MC",TRUE,0,0,0,"J. Gomes",11,1,"Brentford",11
12,7.5,0,19,161,48.72,65.484,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,403693,61.005,64.192,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,0.316666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01248344,0.0174506,0.00496716,"Wolves","Brentford",8,"Joao Gomes","MC",TRUE,0,11.1294517761343,-6.00366480288948,"J. Gomes",12,1,"Brentford",12
13,9,0,20,161,61.005,64.192,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 216, 218)",TRUE,403693,66.36,56.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,2818876483,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","63.2","82.4","5.29",NA,"9.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",8,"Joao Gomes","MC",TRUE,8.87851399330859,0,-56.7251120151651,"J. Gomes",13,1,"Brentford",13
14,12,0,22,189,40.32,9.52,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,444304,27.825,16.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,2818876511,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","26.5","23.9","2.65",NA,"14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01214719,0.0105949,-0.00155229,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,-10.0318758682235,0,151.685300262618,"Y. Yarmoliuk",14,1,"Brentford",14
15,13,0,25,189,27.825,16.32,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,372724,33.18,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,2818876529,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","31.6","6.5","5.14",NA,"13.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.0105949,0.00977659,-0.000818310000000001,"Brentford","Wolves",22,"Nathan Collins","DC",TRUE,1.5012967917237,0,-65.7722546820458,"N. Collins",15,1,"Brentford",15
16,14,0,28,189,33.39,3.74,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,470031,36.435,12.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,2818876553,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","34.7","18.8","1.25",NA,"9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00977659,0.01214719,0.0023706,"Brentford","Wolves",33,"Michael Kayode","DR",TRUE,5.96857491610537,0,71.3922738920084,"M. Kayode",16,1,"Brentford",16
17,15,0,29,189,36.12,11.832,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,101856,23.52,10.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483333333333333,2818876593,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","22.4","15.6","3.24",NA,"12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01214719,0.00942382,-0.00272337,"Brentford","Wolves",6,"Christian Norgaard","DMC",TRUE,-12.4119725580821,0,-174.451533706282,"C. Norgaard",17,1,"Brentford",17
18,16,0,33,189,24.255,10.2,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,372724,35.595,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2818876685,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","33.9","5.0","5.74",NA,"13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00942382,0.01126267,0.00183885,"Brentford","Wolves",22,"Nathan Collins","DC",TRUE,8.32827790387232,0,-30.9488938139859,"N. Collins",18,1,"Brentford",18
19,16.5,0,35.5,189,35.595,3.4,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,470031,41.895,5.032,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,0.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01126267,0.01126267,0,"Brentford","Wolves",33,"Michael Kayode","DR",TRUE,0,6.41506122842802,14.5230921310931,"M. Kayode",19,1,"Brentford",19
20,17,0,38,189,41.895,5.032,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,470031,26.25,28.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633333333333333,2818876731,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.0","41.3","2.17",NA,"27.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01248344,0.01132376,-0.00115968,"Brentford","Wolves",33,"Michael Kayode","DR",TRUE,-9.53570230023766,0,124.164070538012,"M. Kayode",20,1,"Brentford",20
21,17.5,0,40.5,189,26.25,28.084,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,444304,31.71,34.476,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01132376,0.01132376,0,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,0,5.68035785256133,49.4962878743892,"Y. Yarmoliuk",21,1,"Brentford",21
22,18,0,43,189,31.71,34.476,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,444304,25.515,46.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,2818876761,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","24.3","69.0","2.03",NA,"13.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01132376,0.01001304,-0.00131072,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,-7.23665817672196,0,116.465512233571,"Y. Yarmoliuk",22,1,"Brentford",22
23,18.5,0,45,189,25.515,46.92,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,351705,29.4,36.516,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01110462,0.01132376,0.00021914,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,0,4.88634872404937,-69.5236605147845,"S. v. den Berg",23,1,"Brentford",23
24,19,0,47,189,29.4,36.516,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,351705,20.16,19.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,2818876801,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","19.2","28.5","4.22",NA,"19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01132376,0.01001304,-0.00131072,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,-10.4486204775541,0,-118.334242483125,"S. v. den Berg",24,1,"Brentford",24
25,20,0,49,189,19.635,20.604,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,372724,27.405,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,2818876863,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","26.1","7.0","5.17",NA,"17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01001304,0.00977659,-0.000236450000000001,"Brentford","Wolves",22,"Nathan Collins","DC",TRUE,3.48828039391901,0,-63.8763693803531,"N. Collins",25,1,"Brentford",25
26,21,0,52,189,27.3,4.42,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 215, 218)",TRUE,470031,32.655,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866666666666667,2818876877,0,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","31.1","5.0","6.09",NA,"5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",33,"Michael Kayode","DR",TRUE,4.58968109301664,0,-10.7842978675626,"M. Kayode",26,1,"Brentford",26
