"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_PassEndY","type_value_Length","type_value_Angle","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_HeadPass","type_value_ThrowIn","type_value_Cross","type_value_RightFoot","type_value_Chipped","type_value_GoalKick","type_value_MissHigh","type_value_KeeperThrow","type_value_BlockedCross","type_value_MissLeft","type_value_MissRight","type_value_LeftFoot","type_value_CornerTaken","type_value_Head","type_value_FromCorner","type_value_BlockedX","type_value_BlockedY","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_BoxLeft","type_value_FirstTouch","type_value_BigChanceCreated","type_value_KeyPass","type_value_SmallBoxCentre","type_value_Assisted","type_value_LowLeft","type_value_BigChance","type_value_RelatedEventId","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_LayOff","type_value_IndividualPlay","type_value_BoxCentre","type_value_RegularPlay","type_value_Foul","type_value_FreekickTaken","type_value_HighClaim","type_value_LastMan","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_ShotAssist","type_value_IntentionalAssist","type_value_SmallBoxLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_LeadingToAttempt","type_value_Blocked","type_value_SavedOffline","type_value_LowCentre","type_value_OutfielderBlock","type_value_SetPiece","type_value_LowRight","type_value_GoalDisallowed","type_value_Throughball","type_value_IntentionalGoalAssist","type_value_OneOnOne","type_value_Volley","type_value_BoxRight","type_value_HighCentre","type_value_ParriedSafe","type_value_HighRight","type_value_Feet","type_value_OutOfBoxCentre","type_value_Yellow","type_value_DivingSave","type_value_OverRun","type_value_FastBreak","value_Zone","value_PassEndX","value_StandingSave","value_PassEndY","value_Length","value_Angle","value_Longball","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_HeadPass","value_ThrowIn","value_Cross","value_RightFoot","value_Chipped","value_GoalKick","value_MissHigh","value_KeeperThrow","value_BlockedCross","value_MissLeft","value_MissRight","value_LeftFoot","value_CornerTaken","value_Head","value_FromCorner","value_BlockedX","value_BlockedY","value_GoalMouthZ","value_GoalMouthY","value_BoxLeft","value_FirstTouch","value_BigChanceCreated","value_KeyPass","value_SmallBoxCentre","value_Assisted","value_LowLeft","value_BigChance","value_RelatedEventId","value_ParriedDanger","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_LayOff","value_IndividualPlay","value_BoxCentre","value_RegularPlay","value_Foul","value_FreekickTaken","value_HighClaim","value_LastMan","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_ShotAssist","value_IntentionalAssist","value_SmallBoxLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_LeadingToAttempt","value_Blocked","value_SavedOffline","value_LowCentre","value_OutfielderBlock","value_SetPiece","value_LowRight","value_GoalDisallowed","value_Throughball","value_IntentionalGoalAssist","value_OneOnOne","value_Volley","value_BoxRight","value_HighCentre","value_ParriedSafe","value_HighRight","value_Feet","value_OutOfBoxCentre","value_Yellow","value_DivingSave","value_OverRun","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11.5,0,32.5,18,33.285,56.032,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,92550,42.21,53.992,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0.541666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.0105949,0.01214719,0.00155229,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,0,9.12713966009861,-12.8750015596125,"J. Stephens",11,1,"Southampton",11
12,12,0,36,18,42.21,53.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,92550,43.785,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2816348979,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","41.7",NA,"63.6","10.9","4.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01214719,0.01429128,0.00214409,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,3.98623297825096,0,-81.6602152660632,"J. Stephens",12,1,"Southampton",12
13,12.5,0,37,18,43.785,43.248,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,337428,45.57,46.24,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,0.616666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01429128,0.01429128,0,"Southampton","Everton",4,"Flynn Downes","MC",TRUE,0,1.23226151194184,59.1800819427709,"F. Downes",13,1,"Southampton",13
14,13,0,38,18,45.57,46.24,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,337428,36.015,49.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633333333333333,2816348995,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","34.3",NA,"72.6","10.1","2.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01429128,0.01269174,-0.00159954,"Southampton","Everton",4,"Flynn Downes","MC",TRUE,-9.9986973738214,0,161.87321598761,"F. Downes",14,1,"Southampton",14
15,14,0,39,18,36.12,48.756,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,92550,31.185,24.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2816348997,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","29.7",NA,"35.9","24.8","4.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01269174,0.01110462,-0.00158712,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,-3.99225741581839,0,-101.459668843237,"J. Stephens",15,1,"Southampton",15
16,15,0,43,18,30.975,24.548,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,384061,35.28,30.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,2816349019,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","33.6",NA,"44.3","7.0","0.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01110462,0.01262646,0.00152184,"Southampton","Everton",6,"Taylor Harwood-Bellis","DC",TRUE,4.79834938288093,0,52.3297477167587,"T. Harwood-Bellis",16,1,"Southampton",16
17,15.5,0,44.5,18,35.28,30.124,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,337428,38.43,16.66,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,0.741666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01262646,0.01214719,-0.00047927,"Southampton","Everton",4,"Flynn Downes","MC",TRUE,0,1.03637552114427,-76.8320820325175,"F. Downes",17,1,"Southampton",17
18,16,0,46,18,38.43,16.66,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,337428,33.495,8.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667,2816349029,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","31.9",NA,"11.8","9.9","4.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01214719,0.00977659,-0.0023706,"Southampton","Everton",4,"Flynn Downes","MC",TRUE,-7.28576827142511,0,-119.745595779428,"F. Downes",18,1,"Southampton",18
19,17,0,48,18,33.495,8.024,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,148474,16.275,19.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2816349035,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","15.5",NA,"28.6","20.7","2.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.00977659,0.00977745,8.60000000000097e-07,"Southampton","Everton",14,"James Bree","DMR",TRUE,-13.8333846169622,0,146.439122287807,"J. Bree",19,1,"Southampton",19
20,18,0,51,18,16.275,19.448,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,384061,4.305,28.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2816349053,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.1",NA,"42.2","15.1","2.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.00977745,0.00941056,-0.00036689,"Southampton","Everton",6,"Taylor Harwood-Bellis","DC",TRUE,-10.924159425848,0,142.310391631056,"T. Harwood-Bellis",20,1,"Southampton",20
21,18.5,0,52.5,18,4.305,28.696,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,316858,9.03,28.492,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.00941056,0.01082722,0.00141666,"Southampton","Everton",30,"Aaron Ramsdale","GK",TRUE,0,4.70666426818001,-2.47218721634399,"A. Ramsdale",21,1,"Southampton",21
22,19,0,54,18,9.03,28.492,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,316858,13.23,59.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2816349065,0,56,140,178,141,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","12.6",NA,"87.2","31.1","1.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,0.01082722,0.00779616,-0.00303106,"Southampton","Everton",30,"Aaron Ramsdale","GK",TRUE,0.935385762261305,0,82.2358300141786,"A. Ramsdale",22,1,"Southampton",22
23,20,0,56,18,13.755,57.936,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 38, 216, 218)",TRUE,92550,50.505,37.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,2816349077,0,56,140,178,141,212,213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","48.1",NA,"54.6","42.2","5.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,39.7475968738034,0,-29.518716249408,"J. Stephens",23,1,"Southampton",23
24,7,0,58,31,54.81,31.28,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,381045,76.65,21.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,2816349085,0,56,140,178,141,212,213,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","73.0",NA,"31.3","24.0","5.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Everton","Southampton",32,"Jarrad Branthwaite","DC",TRUE,19.1924549312685,0,-24.5932053880177,"J. Branthwaite",24,1,"Southampton",24
25,21,1,0,18,30.765,48.552,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,92550,30.765,48.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2816349089,1,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 21:52:12",39201,"Goodison Park","Michael Oliver","2 : 0",31,18,NA,NA,NA,"Southampton","Everton",5,"Jack Stephens","DC",TRUE,0,0,0,"J. Stephens",25,1,"Southampton",25
