"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_ThrowIn","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_KeeperThrow","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_Chipped","type_value_Head","type_value_LayOff","type_value_OtherBodyPart","type_value_LeftFoot","type_value_Foul","type_value_FreekickTaken","type_value_GoalKick","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_RelatedEventId","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalAssist","type_value_ShotAssist","type_value_RegularPlay","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_BigChance","type_value_BoxCentre","type_value_GoalMouthY","type_value_OneOnOne","type_value_LowRight","type_value_Assisted","type_value_GoalMouthZ","type_value_LeadingToAttempt","type_value_FirstTouch","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_BlockedY","type_value_BlockedX","type_value_DirectFreekick","type_value_MissHigh","type_value_OutOfBoxDeepLeft","type_value_Throughball","type_value_SmallBoxRight","type_value_OverRun","type_value_Blocked","type_value_BoxRight","type_value_OutfielderBlock","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_LastMan","type_value_BoxLeft","type_value_FastBreak","type_value_LowLeft","type_value_DivingSave","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighRight","type_value_FromCorner","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_SetPiece","type_value_LowCentre","type_value_SmallBoxLeft","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndY","value_StandingSave","value_Length","value_Zone","value_PassEndX","value_Longball","value_ThrowIn","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_KeeperThrow","value_RightFoot","value_Cross","value_BlockedCross","value_Chipped","value_Head","value_LayOff","value_OtherBodyPart","value_LeftFoot","value_Foul","value_FreekickTaken","value_GoalKick","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_RelatedEventId","value_Yellow","value_LeadingToGoal","value_IntentionalAssist","value_ShotAssist","value_RegularPlay","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_BigChance","value_BoxCentre","value_GoalMouthY","value_OneOnOne","value_LowRight","value_Assisted","value_GoalMouthZ","value_LeadingToAttempt","value_FirstTouch","value_IndividualPlay","value_OutOfBoxCentre","value_BlockedY","value_BlockedX","value_DirectFreekick","value_MissHigh","value_OutOfBoxDeepLeft","value_Throughball","value_SmallBoxRight","value_OverRun","value_Blocked","value_BoxRight","value_OutfielderBlock","value_MissLeft","value_MissRight","value_CornerTaken","value_LastMan","value_BoxLeft","value_FastBreak","value_LowLeft","value_DivingSave","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighRight","value_FromCorner","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_SetPiece","value_LowCentre","value_SmallBoxLeft","value_ParriedSafe","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11,0,37,29,39.165,56.1,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 217, 218)",TRUE,68049,95.865,49.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2810210815,0,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.17","73.2",NA,"57.1","Center","91.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",3,"Aaron Cresswell","DC",TRUE,51.2154227772582,0,-6.36414705509743,"A. Cresswell",11,2,"West Ham",11
12,8,0,43,30,9.24,17.408,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,147863,9.24,17.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,2810210837,0,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0,0,0,"G. Vicario",12,3,"Tottenham",12
13,8.5,0,45.5,30,9.24,17.408,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,147863,12.81,28.424,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,0.758333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.0088799,0.01082722,0.00194732,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0,4.82831470830568,72.0438348473733,"G. Vicario",13,3,"Tottenham",13
14,9,0,48,30,12.81,28.424,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 37, 215, 218)",TRUE,147863,14.07,47.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2810211041,0,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.51","70.5",NA,"19.6","Back","13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01082722,0.00977745,-0.00104977,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0.366146362154694,0,86.3059732899707,"G. Vicario",14,3,"Tottenham",14
15,10,0,51,30,14.07,47.94,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,103837,4.2,33.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2810211109,0,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.10","49.9",NA,"17.1","Back","4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00977745,0.00941056,-0.00036689,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,-8.80769445200612,0,-125.168423915236,"B. Davies",15,3,"Tottenham",15
16,11,0,54,30,4.2,31.892,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,147863,5.775,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2810211199,0,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.82","26.0",NA,"14.3","Back","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00941056,0.0088799,-0.000530660000000001,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0.263882148251668,0,-83.6761806256314,"G. Vicario",16,3,"Tottenham",16
17,11.5,0,55,30,5.775,17.68,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,330816,8.19,12.58,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.0088799,0.00750072,-0.00137918,"Tottenham","West Ham",4,"Kevin Danso","DC",TRUE,0,1.40679586241164,-64.6610684352448,"K. Danso",17,3,"Tottenham",17
18,12,0,56,30,8.19,12.58,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,330816,10.92,2.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,2810211265,0,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.98","3.7",NA,"10.4","Back","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00750072,0.00779616,0.00029544,"Tottenham","West Ham",4,"Kevin Danso","DC",TRUE,-0.0569478460239878,0,-74.8229500854174,"K. Danso",18,3,"Tottenham",18
19,13,0,58,30,10.92,2.516,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 37, 216, 218)",TRUE,429922,40.53,20.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,2810211359,0,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.55","30.5",NA,"34.8","Back","38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00779616,0.01269174,0.00489558,"Tottenham","West Ham",14,"Archie Gray","DR",TRUE,33.3887948266064,0,31.6109569079026,"A. Gray",19,3,"Tottenham",19
20,14,1,1,30,42.21,20.332,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,403859,42.21,20.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,2810211373,1,NA,NA,NA,NA,56,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",29,"Pape Matar Sarr","MC",TRUE,0,0,0,"P. M. Sarr",20,3,"Tottenham",20
21,12,1,1,29,62.79,47.668,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,143595,62.79,47.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,2810211415,1,NA,NA,NA,NA,56,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",28,"Tomas Soucek","MC",TRUE,0,0,0,"T. Soucek",21,4,"West Ham",21
22,15,1,1,30,42.315,21.284,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 139, 36, 38, 216, 218)",TRUE,403859,49.245,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,2810211399,1,213,141,NA,212,56,140,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.35","17.5",NA,"11.7","Back","46.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",29,"Pape Matar Sarr","MC",TRUE,3.98650816546418,0,-53.5544641164968,"P. M. Sarr",22,4,"West Ham",22
23,13,1,3,29,57.12,50.116,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,68049,67.62,51.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2810211559,1,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10","75.2",NA,"10.5","Center","64.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01685596,0.01870347,0.00184751,"West Ham","Tottenham",3,"Aaron Cresswell","DC",TRUE,9.39886143809988,0,5.54846629371804,"A. Cresswell",23,4,"West Ham",23
24,881,1,40,29,61.32,48.416,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,319756,51.24,36.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,2810596553,1,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.03","53.0",NA,"16.0","Back","48.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01935132,0.01484598,-0.00450534,"West Ham","Tottenham",10,"Lucas Paqueta","MC",TRUE,-7.80126263619449,0,-129.162114547711,"L. Paqueta",24,4,"West Ham",24
25,18,1,43,29,51.345,35.428,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,368310,38.43,21.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71666666666667,2810212625,1,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.98","31.0",NA,"19.3","Back","36.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01689528,0.01269174,-0.00420354,"West Ham","Tottenham",26,"Maximilian Kilman","DC",TRUE,-14.138177259312,0,-131.991183479509,"M. Kilman",25,4,"West Ham",25
26,19,1,44,29,36.75,21.148,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,361710,56.385,7.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73333333333333,2810212653,1,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.68","11.3",NA,"23.8","Right","53.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01269174,0.01473596,0.00204422,"West Ham","Tottenham",25,"Jean-Clair Todibo","DC",TRUE,14.1688758042499,0,-34.4389893088036,"J. Todibo",26,4,"West Ham",26
