"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Length","type_value_Angle","type_value_PassEndX","type_value_StandingSave","type_value_PassEndY","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_RegularPlay","type_value_RelatedEventId","type_value_RightFoot","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_GoalKick","type_value_Chipped","type_value_HeadPass","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_BoxRight","type_value_LowRight","type_value_FastBreak","type_value_BlockedY","type_value_BlockedX","type_value_LeftFoot","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_LowCentre","type_value_SmallBoxCentre","type_value_FirstTouch","type_value_Blocked","type_value_BoxLeft","type_value_OutfielderBlock","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_HighRight","type_value_FromCorner","type_value_DivingSave","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_Throughball","type_value_DirectFreekick","type_value_OverRun","type_value_BlockedCross","type_value_HighLeft","type_value_BoxCentre","type_value_LowLeft","type_value_KeeperSaveObox","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighClaim","type_value_HighCentre","type_value_SetPiece","type_value_Volley","type_value_ParriedSafe","type_value_SixYardBlock","type_value_MissHigh","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_ParriedDanger","type_value_LeadingToAttempt","type_value_Yellow","type_value_DeepBoxLeft","type_value_SmallBoxRight","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","value_Zone","value_Length","value_Angle","value_PassEndX","value_StandingSave","value_PassEndY","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_ShotAssist","value_KeyPass","value_Assisted","value_RegularPlay","value_RelatedEventId","value_RightFoot","value_IndividualPlay","value_OutOfBoxCentre","value_GoalMouthZ","value_GoalMouthY","value_GoalKick","value_Chipped","value_HeadPass","value_ThrowIn","value_Foul","value_FreekickTaken","value_LayOff","value_BoxRight","value_LowRight","value_FastBreak","value_BlockedY","value_BlockedX","value_LeftFoot","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_IntentionalAssist","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_LowCentre","value_SmallBoxCentre","value_FirstTouch","value_Blocked","value_BoxLeft","value_OutfielderBlock","value_MissRight","value_MissLeft","value_CornerTaken","value_Cross","value_HighRight","value_FromCorner","value_DivingSave","value_KeeperThrow","value_OtherBodyPart","value_Throughball","value_DirectFreekick","value_OverRun","value_BlockedCross","value_HighLeft","value_BoxCentre","value_LowLeft","value_KeeperSaveObox","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighClaim","value_HighCentre","value_SetPiece","value_Volley","value_ParriedSafe","value_SixYardBlock","value_MissHigh","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_ParriedDanger","value_LeadingToAttempt","value_Yellow","value_DeepBoxLeft","value_SmallBoxRight","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_CaptainPlayerId","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11,0,22,26,23.52,46.58,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 37, 215, 218)",TRUE,430019,23.52,57.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,2817196719,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","11.3","1.57","22.4",NA,"85.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01001304,0.00942382,-0.000589220000000001,"Liverpool","Brighton",78,"Jarell Quansah","DC",TRUE,-2.45848048318884,0,90,"J. Quansah",11,1,"Liverpool",11
12,12,0,23,26,21.315,56.78,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,301455,7.77,38.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383333333333333,2817196811,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","23.0","4.08","7.4",NA,"56.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.00942382,0.00941056,-1.32599999999993e-05,"Liverpool","Brighton",21,"Kostas Tsimikas","DL",TRUE,-10.5883553154917,0,-126.016218234627,"K. Tsimikas",12,1,"Liverpool",12
13,13,0,30,26,8.4,35.428,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,114147,14.49,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2817196843,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","10.2","5.35","13.8",NA,"40.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.00941056,0.01082722,0.00141666,"Liverpool","Brighton",1,"Alisson Becker","GK",TRUE,5.84547226370766,0,-53.4927998766565,"A. Becker",13,1,"Liverpool",13
14,13.5,0,32.5,26,14.49,27.2,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363884,13.86,36.312,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,0.541666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01082722,0.01082722,0,"Liverpool","Brighton",38,"Ryan Gravenberch","DMC",TRUE,0,-0.404238248169776,93.9551128822128,"R. Gravenberch",14,1,"Liverpool",14
15,14,0,35,26,13.86,36.312,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,363884,12.705,49.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,2817196861,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","13.5","1.66","12.1",NA,"73.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01082722,0.00977745,-0.00104977,"Liverpool","Brighton",38,"Ryan Gravenberch","DMC",TRUE,-2.4642699414492,0,94.9030754763405,"R. Gravenberch",15,1,"Liverpool",15
16,15,0,38,26,12.705,48.552,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,430019,15.12,40.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633333333333333,2817196873,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","8.5","5.00","14.4",NA,"59.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.00977745,0.01082722,0.00104977,"Liverpool","Brighton",78,"Jarell Quansah","DC",TRUE,3.32814912111317,0,-73.5135704465006,"J. Quansah",16,1,"Liverpool",16
17,15.5,0,39,26,15.12,40.392,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363884,21,42.636,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01082722,0.01001304,-0.000814179999999999,"Liverpool","Brighton",38,"Ryan Gravenberch","DMC",TRUE,0,5.66423879656901,20.8884874311813,"R. Gravenberch",17,1,"Liverpool",17
18,16,0,40,26,21,42.636,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,363884,43.155,48.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,2817196941,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","22.9","0.26","41.1",NA,"71.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01001304,0.01269174,0.0026787,"Liverpool","Brighton",38,"Ryan Gravenberch","DMC",TRUE,20.9398112910178,0,14.6219267457448,"R. Gravenberch",18,1,"Liverpool",18
19,16.5,0,43,26,43.155,48.416,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,369875,68.04,44.268,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,0.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01269174,0.01935132,0.00665958,"Liverpool","Brighton",8,"Dominik Szoboszlai","DMC",TRUE,0,25.1431641702319,-9.46344230172238,"D. Szoboszlai",19,1,"Liverpool",19
20,17,0,46,26,68.04,44.268,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218)",TRUE,369875,84.735,57.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667,2817196999,0,56,212,213,140,178,141,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","21.0","0.65","80.7",NA,"83.9",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01935132,0.02953272,0.0101814,"Liverpool","Brighton",8,"Dominik Szoboszlai","DMC",TRUE,7.66671291600358,0,37.4426619644924,"D. Szoboszlai",20,1,"Liverpool",20
21,17.5,0,47.5,26,84.735,57.052,"FirstHalf","Carry","Successful",999,"takeOns","1","NULL",TRUE,352825,84.525,37.536,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,0.791666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.02953272,0.03511326,0.00558054,"Liverpool","Brighton",18,"Cody Gakpo","AML",TRUE,0,9.91498871851714,-90.616501811108,"C. Gakpo",21,1,"Liverpool",21
22,6,0,49,211,16.8,19.72,"FirstHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,445059,16.8,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,2817196981,0,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Brighton","Liverpool",27,"Mats Wieffer","DR",TRUE,0,0,0,"M. Wieffer",22,1,"Liverpool",22
23,18,0,49,26,88.2,48.28,"FirstHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,352825,88.2,48.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,2817197027,0,56,NA,NA,NA,178,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",18,"Cody Gakpo","AML",TRUE,0,0,0,"C. Gakpo",23,1,"Liverpool",23
24,18.5,0,50,26,88.2,48.28,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,352825,84.525,37.536,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.05491138,0.03511326,-0.01979812,"Liverpool","Brighton",18,"Cody Gakpo","AML",TRUE,0,1.27091245705324,-108.883323384532,"C. Gakpo",24,1,"Liverpool",24
25,19,0,51,26,84.525,37.536,"FirstHalf","MissedShots","Successful",NA,NA,NA,"c(91, 7, 10, 89, 2, 3, 12)",TRUE,352825,84.525,37.536,NA,NA,12.5,29.036,TRUE,17,369875,NA,NA,NA,0.85,2817197035,0,56,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,29,22,55,20,215,18,103,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,"12.5","42.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",18,"Cody Gakpo","AML",TRUE,0,0,0,"C. Gakpo",25,1,"Liverpool",25
