"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_Zone","type_value_StandingSave","type_value_Length","type_value_Angle","type_value_Longball","type_value_ThrowIn","type_value_Chipped","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Foul","type_value_FreekickTaken","type_value_AerialFoul","type_value_LeftFoot","type_value_Cross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_RelatedEventId","type_value_BoxCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_FirstTouch","type_value_GoalMouthY","type_value_Assisted","type_value_GoalKick","type_value_BlockedCross","type_value_KeeperThrow","type_value_RightFoot","type_value_LowCentre","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_Feet","type_value_ParriedSafe","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_OtherBodyPart","type_value_MissHigh","type_value_HeadPass","type_value_LayOff","type_value_LeadingToAttempt","type_value_Blocked","type_value_OutfielderBlock","type_value_MissRight","type_value_IndividualPlay","type_value_ThrowinSetPiece","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_LowLeft","type_value_Throughball","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_Hands","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_BoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Yellow","type_value_VoidYellowCard","type_value_LowRight","type_value_LastMan","type_value_FromCorner","type_value_SavedOffline","type_value_OverRun","type_value_HighLeft","type_value_KeeperSaveObox","type_value_Collected","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_HighRight","type_value_ParriedDanger","type_value_SecondYellow","type_value_DirectFreekick","type_value_BoxLeft","type_value_Volley","value_PassEndY","value_PassEndX","value_Zone","value_StandingSave","value_Length","value_Angle","value_Longball","value_ThrowIn","value_Chipped","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Foul","value_FreekickTaken","value_AerialFoul","value_LeftFoot","value_Cross","value_ShotAssist","value_IntentionalAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_RelatedEventId","value_BoxCentre","value_BigChance","value_GoalMouthZ","value_FirstTouch","value_GoalMouthY","value_Assisted","value_GoalKick","value_BlockedCross","value_KeeperThrow","value_RightFoot","value_LowCentre","value_BlockedX","value_BlockedY","value_RegularPlay","value_Feet","value_ParriedSafe","value_DivingSave","value_KeeperSaveInTheBox","value_OtherBodyPart","value_MissHigh","value_HeadPass","value_LayOff","value_LeadingToAttempt","value_Blocked","value_OutfielderBlock","value_MissRight","value_IndividualPlay","value_ThrowinSetPiece","value_IntentionalGoalAssist","value_SmallBoxCentre","value_LowLeft","value_Throughball","value_OutOfBoxCentre","value_FastBreak","value_Hands","value_MissLeft","value_CornerTaken","value_HighClaim","value_BoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Yellow","value_VoidYellowCard","value_LowRight","value_LastMan","value_FromCorner","value_SavedOffline","value_OverRun","value_HighLeft","value_KeeperSaveObox","value_Collected","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_HighRight","value_ParriedDanger","value_SecondYellow","value_DirectFreekick","value_BoxLeft","value_Volley","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11,0,36,13,25.83,15.504,"FirstHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,113994,25.83,15.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2813632923,0,NA,NA,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",11,3,"Arsenal",11
12,9,0,37,26,79.17,52.496,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,345957,79.17,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2813632927,0,NA,NA,56,178,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",5,"Ibrahima Konate","DC",TRUE,0,0,0,"I. Konate",12,3,"Arsenal",12
13,12,0,37,13,22.995,18.7,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,113994,22.995,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2813632931,0,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",13,3,"Arsenal",13
14,13,0,38,13,19.845,8.092,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,361822,13.755,27.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633333333333333,2813632967,0,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.4","13.1","Back",NA,"20.3","1.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.00844854,0.01082722,0.00237868,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,-2.46924058565718,0,107.444882108446,"W. Saliba",14,3,"Arsenal",14
15,14,0,41,13,13.335,28.56,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 216, 218)",TRUE,276366,47.25,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683333333333333,2813632977,0,141,140,56,178,212,213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.0","45.0","Back",NA,"35.0","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",22,"David Raya","GK",TRUE,33.976280688047,0,14.60918216561,"D. Raya",15,3,"Arsenal",15
16,10,0,42,26,54.18,27.132,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,424945,80.745,60.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2813633005,0,141,140,56,178,212,213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.7","76.9","Left",NA,"42.5","0.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",84,"Conor Bradley","DR",TRUE,15.4932019285397,0,51.3214566287267,"C. Bradley",16,3,"Arsenal",16
17,15,0,46,13,20.685,5.78,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,322036,24.255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667,2813633033,0,141,140,56,NA,212,213,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","23.1","Back",NA,"7.6","5.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",4,"Ben White","DR",TRUE,0,0,-58.2985703304943,"B. White",17,3,"Arsenal",17
18,12,1,6,26,75.6,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 217)",TRUE,115726,73.815,61.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2813633277,1,141,140,56,NA,212,213,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.8","70.3","Left",NA,"8.5","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.02122129,0.02122129,0,"Liverpool","Arsenal",26,"Andy Robertson","DL",TRUE,3.65720127218349,0,-104.432062936136,"A. Robertson",18,3,"Arsenal",18
19,13,1,8,26,74.235,63.172,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 216, 218)",TRUE,355354,67.62,63.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13333333333333,2813633295,1,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.7","64.4","Left",NA,"6.6","3.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",17,"Curtis Jones","DMC",TRUE,-4.93554925430819,0,-178.822202811307,"C. Jones",19,3,"Arsenal",19
20,18,1,9,13,30.66,5.576,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,247454,25.62,7.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2813633329,1,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.7","24.4","Back",NA,"5.3","2.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.00977659,0.00844854,-0.00132805,"Arsenal","Liverpool",8,"Martin Odegaard","MC",TRUE,-4.16903672648273,0,161.360667574857,"M. Odegaard",20,3,"Arsenal",20
21,20,1,9,13,25.83,7.412,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,238940,36.54,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2813633385,1,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.5","34.8","Back",NA,"10.9","0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.00844854,0.01214719,0.00369865,"Arsenal","Liverpool",5,"Thomas Partey","MC",TRUE,10.6949774926294,0,9.37381180544656,"T. Partey",21,3,"Arsenal",21
22,21,1,14,13,52.08,10.744,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,113994,52.08,10.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23333333333333,2813633389,1,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",22,3,"Arsenal",22
23,14,1,14,26,52.92,57.256,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,369875,52.92,57.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23333333333333,2813633369,1,NA,NA,56,178,NA,NA,NA,NA,NA,285,233,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",8,"Dominik Szoboszlai","AMC",TRUE,0,0,0,"D. Szoboszlai",23,3,"Arsenal",23
24,22,1,36,13,56.91,7.14,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 133, 36, 37, 217, 218)",TRUE,322036,74.97,62.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2813633703,1,141,140,56,178,212,213,1,NA,155,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.5","71.4","Left",NA,"58.0","1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",4,"Ben White","DR",TRUE,13.8738852669707,0,71.8463702560895,"B. White",24,3,"Arsenal",24
25,23,1,40,13,72.87,58.344,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63, 197, 199)",TRUE,238916,72.87,58.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,2813633709,1,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,13,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",23,"Mikel Merino","MC",TRUE,0,0,0,"M. Merino",25,3,"Arsenal",25
