"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Length","type_value_PassEndY","type_value_StandingSave","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_HeadPass","type_value_Chipped","type_value_ThrowIn","type_value_LayOff","type_value_OtherBodyPart","type_value_KeeperThrow","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_LeadingToAttempt","type_value_LastMan","type_value_BlockedX","type_value_RightFoot","type_value_LowRight","type_value_GoalMouthZ","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthY","type_value_BlockedY","type_value_BigChance","type_value_ParriedDanger","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_RelatedEventId","type_value_LeftFoot","type_value_SixYardBlock","type_value_BoxRight","type_value_IndividualPlay","type_value_Blocked","type_value_Assisted","type_value_OutfielderBlock","type_value_ThrowinSetPiece","type_value_IntentionalAssist","type_value_FastBreak","type_value_FirstTouch","type_value_Collected","type_value_OutOfBoxCentre","type_value_Cross","type_value_BoxLeft","type_value_LowLeft","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_FromCorner","type_value_HighRight","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","type_value_HighLeft","type_value_MissHigh","type_value_GoalKick","type_value_KeeperSaveObox","type_value_Feet","type_value_Foul","type_value_FreekickTaken","type_value_BlockedCross","type_value_OverRun","type_value_Throughball","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_SmallBoxLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_Yellow","type_value_DirectFreekick","type_value_DeepBoxLeft","type_value_HighClaim","type_value_AerialFoul","value_Angle","value_Length","value_PassEndY","value_StandingSave","value_Zone","value_PassEndX","value_Longball","value_HeadPass","value_Chipped","value_ThrowIn","value_LayOff","value_OtherBodyPart","value_KeeperThrow","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_LeadingToAttempt","value_LastMan","value_BlockedX","value_RightFoot","value_LowRight","value_GoalMouthZ","value_BoxCentre","value_RegularPlay","value_GoalMouthY","value_BlockedY","value_BigChance","value_ParriedDanger","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_ShotAssist","value_KeyPass","value_LowCentre","value_RelatedEventId","value_LeftFoot","value_SixYardBlock","value_BoxRight","value_IndividualPlay","value_Blocked","value_Assisted","value_OutfielderBlock","value_ThrowinSetPiece","value_IntentionalAssist","value_FastBreak","value_FirstTouch","value_Collected","value_OutOfBoxCentre","value_Cross","value_BoxLeft","value_LowLeft","value_MissLeft","value_MissRight","value_CornerTaken","value_BigChanceCreated","value_SmallBoxCentre","value_FromCorner","value_HighRight","value_ParriedSafe","value_KeeperSaveInSixYard","value_HighLeft","value_MissHigh","value_GoalKick","value_KeeperSaveObox","value_Feet","value_Foul","value_FreekickTaken","value_BlockedCross","value_OverRun","value_Throughball","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_CaptainPlayerId","value_InvolvedPlayers","value_SmallBoxLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_Yellow","value_DirectFreekick","value_DeepBoxLeft","value_HighClaim","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11,0,25,13,26.775,60.452,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,467918,27.195,45.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,2816597135,0,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.74","14.5","67.6",NA,"Back","25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.00977659,0.01110462,0.00132803,"Arsenal","Newcastle",49,"Myles Lewis-Skelly","DL",TRUE,3.85630205062742,0,-88.3390302438864,"M. Lewis-Skelly",11,2,"Arsenal",11
12,11.5,0,27,13,27.195,45.968,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,238940,20.475,34,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01110462,0.01016549,-0.000939130000000002,"Arsenal","Newcastle",5,"Thomas Partey","MC",TRUE,0,-5.80491965832351,-119.314094079934,"T. Partey",12,2,"Arsenal",12
13,12,0,29,13,20.475,34,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 124, 128, 36, 38, 215, 218)",TRUE,238940,26.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483333333333333,2816597169,0,213,212,141,178,56,140,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.88","35.7","0.0",NA,"Back","25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",5,"Thomas Partey","MC",TRUE,-1.05847737735361,0,-80.0165361819537,"T. Partey",13,2,"Arsenal",13
14,8,0,43,23,70.77,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 216)",TRUE,415174,39.375,59.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,2816597503,0,213,212,141,NA,56,140,1,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.43","32.8","87.0",NA,"Back","37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.02122129,0.01126267,-0.00995862,"Newcastle","Arsenal",21,"Tino Livramento","DML",TRUE,-22.0365892916836,0,-164.27418717764,"T. Livramento",14,3,"Newcastle",14
15,9,0,47,23,38.745,58.48,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,82277,19.74,43.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,2816597599,0,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.80","24.0","64.5",NA,"Back","18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01214719,0.01001304,-0.00213415,"Newcastle","Arsenal",33,"Dan Burn","DC",TRUE,-15.1954212781681,0,-142.429951045702,"D. Burn",15,3,"Newcastle",15
16,9.5,0,49.5,23,19.74,43.86,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,105720,20.475,36.856,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01001304,0.01016549,0.000152449999999998,"Newcastle","Arsenal",22,"Nick Pope","GK",TRUE,0,1.25500576707576,-84.0093053890723,"N. Pope",16,3,"Newcastle",16
17,10,0,52,23,20.475,36.856,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 216, 218)",TRUE,105720,68.985,39.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866666666666667,2816597649,0,213,212,141,178,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05","48.6","57.8",NA,"Center","65.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",22,"Nick Pope","GK",TRUE,48.1697664929543,0,2.88891337596788,"N. Pope",17,3,"Newcastle",17
18,15,0,57,13,32.55,26.248,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,361822,38.745,21.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2816597721,0,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.64","7.7","31.8",NA,"Back","36.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01132376,0.01269174,0.00136798,"Arsenal","Newcastle",2,"William Saliba","DC",TRUE,5.46257636434102,0,-36.7379687582169,"W. Saliba",18,4,"Arsenal",18
19,15.5,0,59,13,38.745,21.624,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,238940,40.425,27.812,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01269174,0.01262646,-6.52799999999992e-05,"Arsenal","Newcastle",5,"Thomas Partey","MC",TRUE,0,2.53015752181939,74.8107132628171,"T. Partey",19,4,"Arsenal",19
20,16,1,1,13,40.425,27.812,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,238940,30.135,27.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,2816597749,1,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.18","10.3","40.3",NA,"Back","28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01262646,0.01132376,-0.0013027,"Arsenal","Newcastle",5,"Thomas Partey","MC",TRUE,-10.2841995828229,0,-177.729403385807,"T. Partey",20,4,"Arsenal",20
21,17,1,3,13,30.45,24.48,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,361822,33.81,12.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2816597795,1,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.98","12.5","18.3",NA,"Back","32.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01110462,0.0105949,-0.00050972,"Arsenal","Newcastle",2,"William Saliba","DC",TRUE,0.773423202492722,0,-74.4022592253428,"W. Saliba",21,4,"Arsenal",21
22,17.5,1,4.5,13,33.81,12.444,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,247454,29.295,17.612,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.0105949,0.01110462,0.00050972,"Arsenal","Newcastle",8,"Martin Odegaard","MC",TRUE,0,-3.07649502087696,131.141941519293,"M. Odegaard",22,4,"Arsenal",22
23,18,1,6,13,29.295,17.612,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,247454,13.02,40.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2816597979,1,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.18","28.4","60.2",NA,"Back","12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01110462,0.01082722,-0.000277400000000001,"Arsenal","Newcastle",8,"Martin Odegaard","MC",TRUE,-14.78267967672,0,124.906530037504,"M. Odegaard",23,4,"Arsenal",23
24,18.5,1,10.5,13,13.02,40.936,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,276366,23.1,39.78,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,1.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01082722,0.01016549,-0.000661730000000001,"Arsenal","Newcastle",22,"David Raya","GK",TRUE,0,10.137438030681,-6.5422440295164,"D. Raya",24,4,"Arsenal",24
25,19,1,15,13,23.1,39.78,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 217, 218)",TRUE,276366,76.545,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2816598041,1,213,212,141,178,56,140,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.50","60.9","100.0",NA,"Left","72.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",22,"David Raya","GK",TRUE,37.7676360340602,0,27.8349258034697,"D. Raya",25,4,"Arsenal",25
