"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Head","type_value_Chipped","type_value_LayOff","type_value_Cross","type_value_RightFoot","type_value_GoalKick","type_value_OtherBodyPart","type_value_HighClaim","type_value_LastMan","type_value_BoxCentre","type_value_GoalMouthY","type_value_RegularPlay","type_value_GoalMouthZ","type_value_IndividualPlay","type_value_MissRight","type_value_LeftFoot","type_value_BlockedCross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedX","type_value_Assisted","type_value_RelatedEventId","type_value_FirstTouch","type_value_BlockedY","type_value_LowLeft","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OverRun","type_value_OutOfBoxCentre","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Yellow","type_value_MissLeft","type_value_CornerTaken","type_value_MissHigh","type_value_BigChanceCreated","type_value_BigChance","type_value_ParriedDanger","type_value_Feet","type_value_LowRight","type_value_VoidYellowCard","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OutOfBoxRight","type_value_Throughball","type_value_SecondYellow","type_value_BoxRight","type_value_HighRight","type_value_ParriedSafe","type_value_FromCorner","type_value_BoxLeft","type_value_SixYardBlock","type_value_Volley","type_value_SmallBoxRight","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndX","value_Zone","value_PassEndY","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Head","value_Chipped","value_LayOff","value_Cross","value_RightFoot","value_GoalKick","value_OtherBodyPart","value_HighClaim","value_LastMan","value_BoxCentre","value_GoalMouthY","value_RegularPlay","value_GoalMouthZ","value_IndividualPlay","value_MissRight","value_LeftFoot","value_BlockedCross","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedX","value_Assisted","value_RelatedEventId","value_FirstTouch","value_BlockedY","value_LowLeft","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_KeeperThrow","value_OverRun","value_OutOfBoxCentre","value_LowCentre","value_Blocked","value_OutfielderBlock","value_Yellow","value_MissLeft","value_CornerTaken","value_MissHigh","value_BigChanceCreated","value_BigChance","value_ParriedDanger","value_Feet","value_LowRight","value_VoidYellowCard","value_LeadingToGoal","value_IntentionalGoalAssist","value_SmallBoxCentre","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OutOfBoxRight","value_Throughball","value_SecondYellow","value_BoxRight","value_HighRight","value_ParriedSafe","value_FromCorner","value_BoxLeft","value_SixYardBlock","value_Volley","value_SmallBoxRight","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,10,0,33,24,43.26,46.172,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,137467,43.26,46.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2812738531,0,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",21,"Marco Asensio","AMC",TRUE,0,0,0,"M. Asensio",11,2,"Aston Villa",11
12,12,0,34,24,32.655,52.496,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,89925,25.62,44.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566666666666667,2812738589,0,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.00","24.4","Back","65.2",NA,"10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.0105949,0.01001304,-0.00058186,"Aston Villa","Bournemouth",12,"Lucas Digne","DL",TRUE,-5.37813622880147,0,-130.765688608071,"L. Digne",12,2,"Aston Villa",12
13,13,0,35,24,25.62,44.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,123167,34.125,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,2812738615,0,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.41","32.5","Back","70.7",NA,"9.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01110462,0.01110462,0,"Aston Villa","Bournemouth",5,"Tyrone Mings","DC",TRUE,7.790841099448,0,23.7370764374853,"T. Mings",13,2,"Aston Villa",13
14,13.5,0,35.5,24,34.125,48.076,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,123167,23.205,45.832,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,0.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01269174,0.01001304,-0.0026787,"Aston Villa","Bournemouth",5,"Tyrone Mings","DC",TRUE,0,-10.3870931204767,-168.38768602098,"T. Mings",14,2,"Aston Villa",14
15,14.5,0,36,24,34.44,44.608,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,123167,23.205,45.832,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01269174,0.01001304,-0.0026787,"Aston Villa","Bournemouth",5,"Tyrone Mings","DC",TRUE,0,-11.2933959076878,173.78241797824,"T. Mings",15,2,"Aston Villa",15
16,14,0,36,24,34.44,44.608,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,400815,34.44,44.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2812738621,0,NA,NA,56,NA,NA,NA,NA,NA,233,285,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",24,"Amadou Onana","DMC",TRUE,0,0,0,"A. Onana",16,2,"Aston Villa",16
17,10,0,36,183,70.56,23.392,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,410998,70.56,23.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2812738597,0,NA,NA,56,NA,178,NA,NA,NA,233,NA,286,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",8,"Alex Scott","DMC",TRUE,0,0,0,"A. Scott",17,2,"Aston Villa",17
18,15,0,48,24,23.205,45.832,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 35, 38, 215, 218)",TRUE,123167,14.7,33.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2812738863,0,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.12","14.0","Back","48.7",NA,"15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01001304,0.01082722,0.000814179999999999,"Aston Villa","Bournemouth",5,"Tyrone Mings","DC",TRUE,-7.65798245701232,0,-123.776284323366,"T. Mings",18,2,"Aston Villa",18
19,15.5,0,51,24,14.7,33.116,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,102248,13.545,29.92,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01082722,0.01082722,0,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,0,-1.24163656029636,-109.869310247014,"E. Martinez",19,2,"Aston Villa",19
20,16,0,54,24,13.545,29.92,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,102248,17.01,7.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2812738911,0,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.87","16.2","Back","11.7",NA,"22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01082722,0.00779616,-0.00303106,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,-0.217482621877295,0,-81.0350090536109,"E. Martinez",20,2,"Aston Villa",20
21,17,0,57,24,19.635,8.296,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,301440,68.775,4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2812738967,0,213,140,56,141,178,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.22","65.5","Right","7.3",NA,"49.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",4,"Ezri Konsa","DC",TRUE,42.7252382210483,0,-3.87907531258335,"E. Konsa",21,2,"Aston Villa",21
22,12,1,0,183,37.695,61.88,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 139, 36, 37, 216, 218)",TRUE,424273,48.51,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2812739005,1,213,140,56,141,NA,212,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.59","46.2","Back","100.0",NA,"13.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",3,"Milos Kerkez","DL",TRUE,6.9182323296986,0,29.5046847962543,"M. Kerkez",22,2,"Aston Villa",22
23,19,1,17,24,64.365,0,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 212, 36, 37, 217)",TRUE,322043,82.53,14.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28333333333333,2812739337,1,213,140,56,141,NA,212,1,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.71","78.6","Right","20.8",NA,"23.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",2,"Matty Cash","DR",TRUE,22.9970225697627,0,37.9057604875637,"M. Cash",23,2,"Aston Villa",23
24,14,1,20,183,22.68,49.98,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,399826,33.39,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,2812739367,1,213,140,56,141,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.23","31.8","Back","77.2",NA,"11.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",27,"Illia Zabarnyi","DC",TRUE,0,0,13.2202418132156,"I. Zabarnyi",24,2,"Aston Villa",24
25,20,1,21,24,75.915,14.824,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,137467,68.88,13.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,2812739393,1,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.36","65.6","Right","19.5",NA,"7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.02401521,0.01870347,-0.00531174,"Aston Villa","Bournemouth",21,"Marco Asensio","AMC",TRUE,-6.81338555495531,0,-167.466018312007,"M. Asensio",25,2,"Aston Villa",25
