"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Length","type_value_Longball","type_value_KeeperThrow","type_value_LayOff","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_MissLeft","type_value_RightFoot","type_value_CornerTaken","type_value_Cross","type_value_Chipped","type_value_OtherBodyPart","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_LowRight","type_value_RelatedEventId","type_value_Blocked","type_value_BoxLeft","type_value_RegularPlay","type_value_BlockedX","type_value_IndividualPlay","type_value_Assisted","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_ThrowIn","type_value_LowCentre","type_value_LeftFoot","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_BigChance","type_value_SmallBoxRight","type_value_FirstTouch","type_value_Head","type_value_FromCorner","type_value_GoalKick","type_value_BoxCentre","type_value_LowLeft","type_value_OutOfBoxCentre","type_value_ParriedDanger","type_value_Hands","type_value_DivingSave","type_value_KeeperSaveObox","type_value_KeeperSaveInTheBox","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_Collected","type_value_Feet","type_value_ParriedSafe","type_value_HighClaim","type_value_Throughball","type_value_HighLeft","type_value_MissRight","type_value_Volley","type_value_IntentionalGoalAssist","type_value_SetPiece","type_value_OverRun","type_value_Yellow","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_OutOfBoxRight","type_value_HighCentre","value_PassEndY","value_PassEndX","value_StandingSave","value_Angle","value_Zone","value_Length","value_Longball","value_KeeperThrow","value_LayOff","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_MissLeft","value_RightFoot","value_CornerTaken","value_Cross","value_Chipped","value_OtherBodyPart","value_ShotAssist","value_KeyPass","value_BlockedY","value_GoalMouthY","value_GoalMouthZ","value_LowRight","value_RelatedEventId","value_Blocked","value_BoxLeft","value_RegularPlay","value_BlockedX","value_IndividualPlay","value_Assisted","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_HeadPass","value_ThrowIn","value_LowCentre","value_LeftFoot","value_IntentionalAssist","value_BigChanceCreated","value_BigChance","value_SmallBoxRight","value_FirstTouch","value_Head","value_FromCorner","value_GoalKick","value_BoxCentre","value_LowLeft","value_OutOfBoxCentre","value_ParriedDanger","value_Hands","value_DivingSave","value_KeeperSaveObox","value_KeeperSaveInTheBox","value_BlockedCross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_BoxRight","value_MissHigh","value_HighRight","value_Collected","value_Feet","value_ParriedSafe","value_HighClaim","value_Throughball","value_HighLeft","value_MissRight","value_Volley","value_IntentionalGoalAssist","value_SetPiece","value_OverRun","value_Yellow","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_OutOfBoxRight","value_HighCentre","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,4.5,0,20.5,52,15.435,42.908,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,39722,27.405,55.896,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00977745,0.0105949,0.000817450000000001,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,0,9.38172302511907,47.3357155803572,"D. Alaba",11,2,"Real Madrid",11
12,5,0,25,52,27.405,55.896,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,39722,31.605,67.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,2786181961,0,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.8","30.1",NA,"1.21","Back","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.0105949,0.00977659,-0.000818310000000001,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,0.0770286291618447,0,69.5909466622293,"D. Alaba",12,2,"Real Madrid",12
13,6,0,26,52,31.605,67.184,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,422957,55.86,66.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433333333333333,2786181973,0,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.1","53.2",NA,"6.24","Left","24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.00977659,0.01473596,0.00495937,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,21.8920947987885,0,-2.72866787038706,"F. Garcia",13,2,"Real Madrid",13
14,7,0,28,52,54.6,65.484,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 35, 38, 216, 218)",TRUE,337782,37.8,53.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,2786181991,0,141,140,178,213,56,212,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.1","36.0",NA,"3.78","Back","20.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",7,"Vinicius Junior","FW",TRUE,-10.4382338987984,0,-143.62216351044,"V. Junior",14,2,"Real Madrid",14
15,9,0,32,64,74.76,22.848,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,135345,83.58,24.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,2786182027,0,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.1","79.6",NA,"0.19","Center","9.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",18,"Alvaro Garcia","FW",TRUE,8.81805703740853,0,10.9096191310763,"A. Garcia",15,2,"Real Madrid",15
16,9,0,32,52,22.47,41.888,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,39722,22.47,41.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,2786182033,0,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,0,0,0,"D. Alaba",16,2,"Real Madrid",16
17,9.5,0,33.5,52,22.47,41.888,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,39722,21.84,27.676,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0.558333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01016549,0.01016549,0,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,0,-0.494011205263774,-92.5381878260286,"D. Alaba",17,2,"Real Madrid",17
18,10,0,35,52,21.84,27.676,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,39722,20.37,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,2786182081,0,141,140,NA,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.0","19.4",NA,"4.51","Back","7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01016549,0.01001304,-0.000152449999999998,"Real Madrid","Rayo Vallecano",4,"David Alaba","DC",TRUE,-2.31568006041891,0,-101.421950499961,"D. Alaba",18,2,"Real Madrid",18
19,11,0,36,52,20.055,19.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,144511,27.195,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2786182093,0,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.5","25.9",NA,"0.66","Back","9.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01001304,0.01132376,0.00131072,"Real Madrid","Rayo Vallecano",17,"Lucas Vazquez","DR",TRUE,7.82433454570096,0,37.6476206401077,"L. Vazquez",19,2,"Real Madrid",19
20,11.5,0,36.5,52,27.195,25.5,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379868,30.66,28.288,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0.608333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01110462,0.01132376,0.00021914,"Real Madrid","Rayo Vallecano",5,"Jude Bellingham","ML",TRUE,0,3.708803492172,38.8207679866073,"J. Bellingham",20,2,"Real Madrid",20
21,12,0,37,52,30.66,28.288,"FirstHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,379868,30.66,28.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2786182099,0,NA,NA,NA,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",5,"Jude Bellingham","ML",TRUE,0,0,0,"J. Bellingham",21,2,"Real Madrid",21
22,10,0,37,64,74.34,39.712,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,448514,74.34,39.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2786182121,0,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",4,"Pedro Diaz","AMC",TRUE,0,0,0,"P. Diaz",22,2,"Real Madrid",22
23,14,0,40,52,28.455,33.388,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,379868,28.455,33.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,2786182143,0,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",5,"Jude Bellingham","ML",TRUE,0,0,0,"J. Bellingham",23,2,"Real Madrid",23
24,15,0,40,52,29.295,34,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,20874,29.295,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,2786182147,0,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",10,"Luka Modric","MC",TRUE,0,0,0,"L. Modric",24,2,"Real Madrid",24
25,16,0,40,52,29.505,33.864,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,379868,29.505,33.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,2786182161,0,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",5,"Jude Bellingham","ML",TRUE,0,0,0,"J. Bellingham",25,2,"Real Madrid",25
26,11,0,41,64,73.395,27.404,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,135572,72.345,31.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683333333333333,2786182181,0,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.8","68.9",NA,"1.80","Center","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.02385149,0.02385149,0,"Rayo Vallecano","Real Madrid",21,"Adri Embarba","AMR",TRUE,-0.441459280175557,0,103.363286081196,"A. Embarba",26,3,"Rayo Vallecano",26
