"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Zone","type_value_Angle","type_value_Length","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_Chipped","type_value_Cross","type_value_RightFoot","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_Assisted","type_value_GoalMouthY","type_value_BoxCentre","type_value_RelatedEventId","type_value_LowLeft","type_value_LeftFoot","type_value_GoalMouthZ","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_LayOff","type_value_OutOfBoxCentre","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_MissLeft","type_value_CornerTaken","type_value_FromCorner","type_value_BigChance","type_value_LowCentre","type_value_Volley","type_value_SmallBoxCentre","type_value_HeadPass","type_value_IndividualPlay","type_value_GoalKick","type_value_MissHigh","type_value_Head","type_value_Blocked","type_value_BoxRight","type_value_OutfielderBlock","type_value_MissRight","type_value_Throughball","type_value_BigChanceCreated","type_value_OneOnOne","type_value_ParriedDanger","type_value_FirstTouch","type_value_HighRight","type_value_LastMan","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_LeadingToAttempt","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_Yellow","type_value_HighLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_IndirectFreekickTaken","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_BoxLeft","value_PassEndY","value_PassEndX","value_StandingSave","value_Zone","value_Angle","value_Length","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_ThrowIn","value_Foul","value_FreekickTaken","value_Chipped","value_Cross","value_RightFoot","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_Assisted","value_GoalMouthY","value_BoxCentre","value_RelatedEventId","value_LowLeft","value_LeftFoot","value_GoalMouthZ","value_BlockedX","value_BlockedY","value_RegularPlay","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_KeeperThrow","value_OtherBodyPart","value_LayOff","value_OutOfBoxCentre","value_ParriedSafe","value_KeeperSaveObox","value_MissLeft","value_CornerTaken","value_FromCorner","value_BigChance","value_LowCentre","value_Volley","value_SmallBoxCentre","value_HeadPass","value_IndividualPlay","value_GoalKick","value_MissHigh","value_Head","value_Blocked","value_BoxRight","value_OutfielderBlock","value_MissRight","value_Throughball","value_BigChanceCreated","value_OneOnOne","value_ParriedDanger","value_FirstTouch","value_HighRight","value_LastMan","value_IntentionalGoalAssist","value_LowRight","value_LeadingToAttempt","value_BlockedCross","value_PlayerCaughtOffside","value_Yellow","value_HighLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_IndirectFreekickTaken","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_CaptainPlayerId","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,11,0,16,839,29.925,46.24,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,399047,24.15,27.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666666666667,2788578163,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.1","23.0",NA,"Back","4.42","19.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01110462,0.01016549,-0.000939130000000002,"Villarreal","Real Madrid",18,"Pape Gueye","MC",TRUE,-5.06354456125413,0,-106.930036678488,"P. Gueye",11,1,"Villarreal",11
12,12,0,19,839,24.57,25.976,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,494120,28.665,7.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316666666666667,2788578197,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","27.3",NA,"Back","4.93","19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01016549,0.00977659,-0.000388899999999999,"Villarreal","Real Madrid",5,"Willy Kambwala","DC",TRUE,-0.116087024117604,0,-77.777386329113,"W. Kambwala",12,1,"Villarreal",12
13,13,0,21,839,31.29,7.548,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,335107,88.83,26.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2788578227,0,141,140,178,56,213,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.7","84.6",NA,"Center","0.33","60.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Villarreal","Real Madrid",8,"Juan Foyth","DR",TRUE,60.6909408367778,0,18.6747885550217,"J. Foyth",13,1,"Villarreal",13
14,4,0,27,52,17.64,38.964,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,73798,29.61,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,2788578273,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.5","28.2",NA,"Back","5.18","26.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01016549,0.0105949,0.000429410000000002,"Real Madrid","Villarreal",1,"Thibaut Courtois","GK",TRUE,9.82632831731279,0,-63.1682699981435,"T. Courtois",14,2,"Real Madrid",14
15,4.5,0,28.5,52,29.61,15.3,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,144511,23.52,17.612,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.0105949,0.01001304,-0.00058186,"Real Madrid","Villarreal",17,"Lucas Vazquez","DR",TRUE,0,-5.43712255536178,159.21129747483,"L. Vazquez",15,2,"Real Madrid",15
16,5,0,30,52,23.52,17.612,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,144511,20.37,25.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2788578289,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.6","19.4",NA,"Back","1.95","8.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01001304,0.01016549,0.000152449999999998,"Real Madrid","Villarreal",17,"Lucas Vazquez","DR",TRUE,-1.93730472106925,0,111.599979841363,"L. Vazquez",16,2,"Real Madrid",16
17,6,0,32,52,20.685,26.656,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,353423,19.74,52.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,2788578315,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.7","18.8",NA,"Back","1.61","26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01016549,0.00942382,-0.00074167,"Real Madrid","Villarreal",14,"Aurelien Tchouameni","DC",TRUE,-2.681643707815,0,92.0672656351306,"A. Tchouameni",17,2,"Real Madrid",17
18,7,0,36,52,19.425,52.564,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,534899,6.09,34.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2788578375,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.2","5.8",NA,"Back","4.07","22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.00942382,0.00941056,-1.32599999999993e-05,"Real Madrid","Villarreal",35,"Raul Asencio","DC",TRUE,-11.3479462474059,0,-126.919452079403,"R. Asencio",18,2,"Real Madrid",18
19,8,0,38,52,6.09,34.816,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,73798,5.46,18.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633333333333333,2788578407,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.7","5.2",NA,"Back","4.67","16.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.00941056,0.0088799,-0.000530660000000001,"Real Madrid","Villarreal",1,"Thibaut Courtois","GK",TRUE,-1.87970892968734,0,-92.1656152529029,"T. Courtois",19,2,"Real Madrid",19
20,9,0,40,52,5.25,17.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,353423,10.815,2.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,2788578431,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","10.3",NA,"Back","5.09","15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.0088799,0.00779616,-0.00108374,"Real Madrid","Villarreal",14,"Aurelien Tchouameni","DC",TRUE,1.99617324226476,0,-68.6161542599818,"A. Tchouameni",20,2,"Real Madrid",20
21,10,0,42,52,11.13,2.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,144511,5.775,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2788578453,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.0","5.5",NA,"Back","2.13","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.00779616,0.00750072,-0.00029544,"Real Madrid","Villarreal",17,"Lucas Vazquez","DR",TRUE,-2.87193915847034,0,122.005383208084,"L. Vazquez",21,2,"Real Madrid",21
22,11,0,44,52,5.775,11.56,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 216, 218)",TRUE,353423,45.885,19.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,2788578497,0,141,140,178,56,213,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.2","43.7",NA,"Back","0.20","41.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Real Madrid","Villarreal",14,"Aurelien Tchouameni","DC",TRUE,40.947275722726,0,11.6857792320794,"A. Tchouameni",22,2,"Real Madrid",22
23,15,0,48,839,59.85,49.912,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,389130,72.24,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2788578553,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.0","68.8",NA,"Left","0.57","14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01935132,0.02401521,0.00466389,"Villarreal","Real Madrid",2,"Logan Costa","DC",TRUE,7.37916655499503,0,32.4825613319904,"L. Costa",23,3,"Villarreal",23
24,16,0,49,839,71.19,55.216,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,395242,78.225,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,2788578647,0,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.3","74.5",NA,"Center","5.04","22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.02401521,0.03511326,0.01109805,"Villarreal","Real Madrid",16,"Alex Baena","ML",TRUE,13.1395677372805,0,-71.4890068168441,"A. Baena",24,3,"Villarreal",24
25,16.5,0,53,839,78.225,34.204,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,239872,82.11,11.356,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,0.883333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.03511326,0.02953272,-0.00558054,"Villarreal","Real Madrid",19,"Nicolas Pepe","FW",TRUE,0,-5.42209292219921,-80.3499074007007,"N. Pepe",25,3,"Villarreal",25
26,17,0,57,839,82.11,11.356,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 37, 217, 218)",TRUE,239872,78.855,12.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2788578655,0,141,140,178,56,213,212,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.1","75.1",NA,"Right","2.86","3.4",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Villarreal","Real Madrid",19,"Nicolas Pepe","FW",TRUE,-1.7742345174724,0,163.697220826636,"N. Pepe",26,3,"Villarreal",26
