"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_Chipped","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_Head","type_value_MissHigh","type_value_GoalKick","type_value_Foul","type_value_FreekickTaken","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_RightFoot","type_value_Blocked","type_value_RelatedEventId","type_value_Assisted","type_value_LowLeft","type_value_BlockedX","type_value_IndividualPlay","type_value_BlockedY","type_value_OutfielderBlock","type_value_Cross","type_value_OtherBodyPart","type_value_LeftFoot","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_MissRight","type_value_IntentionalAssist","type_value_BoxCentre","type_value_LowCentre","type_value_FirstTouch","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_DeepBoxLeft","type_value_Feet","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_Penalty","type_value_KeeperMissed","type_value_DivingSave","type_value_BigChance","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_Throughball","type_value_LeadingToGoal","type_value_FastBreak","type_value_IntentionalGoalAssist","type_value_DirectFreekick","type_value_LowRight","type_value_ParriedDanger","type_value_BoxLeft","type_value_SmallBoxLeft","type_value_SixYardBlock","type_value_SavedOffline","type_value_LastMan","type_value_HighRight","type_value_Volley","type_value_OneOnOne","type_value_Yellow","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_FromCorner","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_HighLeft","type_value_OverRun","type_value_ThrowinSetPiece","value_Length","value_PassEndY","value_Angle","value_Zone","value_PassEndX","value_StandingSave","value_Chipped","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_Head","value_MissHigh","value_GoalKick","value_Foul","value_FreekickTaken","value_ShotAssist","value_KeyPass","value_GoalMouthZ","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_RightFoot","value_Blocked","value_RelatedEventId","value_Assisted","value_LowLeft","value_BlockedX","value_IndividualPlay","value_BlockedY","value_OutfielderBlock","value_Cross","value_OtherBodyPart","value_LeftFoot","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_MissRight","value_IntentionalAssist","value_BoxCentre","value_LowCentre","value_FirstTouch","value_Hands","value_Collected","value_KeeperSaveObox","value_DeepBoxLeft","value_Feet","value_ParriedSafe","value_KeeperSaveInTheBox","value_Penalty","value_KeeperMissed","value_DivingSave","value_BigChance","value_BigChanceCreated","value_SmallBoxCentre","value_Throughball","value_LeadingToGoal","value_FastBreak","value_IntentionalGoalAssist","value_DirectFreekick","value_LowRight","value_ParriedDanger","value_BoxLeft","value_SmallBoxLeft","value_SixYardBlock","value_SavedOffline","value_LastMan","value_HighRight","value_Volley","value_OneOnOne","value_Yellow","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_FromCorner","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamPlayerFormation","value_TeamFormation","value_HighLeft","value_OverRun","value_ThrowinSetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,8,0,22,52,62.685,41.276,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,20874,72.24,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,2793090217,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","58.8","6.15","Center","68.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.0199707,0.02385149,0.00388079,"Real Madrid","Leganes",10,"Luka Modric","DMC",TRUE,9.63395208915325,0,-7.70066727946123,"L. Modric",11,2,"Leganes",11
12,9,0,23,52,72.24,39.984,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,379868,72.24,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383333333333333,2793090221,0,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Real Madrid","Leganes",5,"Jude Bellingham","AMC",TRUE,0,0,0,"J. Bellingham",12,2,"Leganes",12
13,8,0,24,825,31.5,28.492,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,448220,33.915,37.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2793090265,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.0","54.6","1.30","Back","32.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01132376,0.01132376,0,"Leganes","Real Madrid",6,"Sergio Gonzalez","DC",TRUE,2.55230401087779,0,74.3767040587236,"S. Gonzalez",13,2,"Leganes",13
14,10,0,26,825,31.815,36.924,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,395304,11.55,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433333333333333,2793090289,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.2","63.6","2.84","Back","11.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01132376,0.00977745,-0.00154631,"Leganes","Real Madrid",20,"Javi Hernandez","DL",TRUE,-20.663096633362,0,162.668677281596,"J. Hernandez",14,2,"Leganes",14
15,11,0,29,825,11.76,43.792,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,91200,54.81,52.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483333333333333,2793090331,0,212,141,213,56,140,178,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.9","76.8","0.19","Center","52.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.00977745,0.01611813,0.00634068,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,40.3566010720956,0,11.081961628481,"M. Nastasic",15,2,"Leganes",15
16,12,0,33,825,54.705,52.428,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,448226,43.785,59.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2793090349,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.2","87.9","2.55","Back","41.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01611813,0.01248344,-0.00363469,"Leganes","Real Madrid",19,"Diego Garcia","FW",TRUE,-12.8542040606617,0,146.078084353485,"D. Garcia",16,2,"Leganes",16
17,13,0,35,825,45.36,60.724,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,395304,39.48,64.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,2793090427,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8","94.2","2.63","Back","37.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01248344,0.01126267,-0.00122077,"Leganes","Real Madrid",20,"Javi Hernandez","DL",TRUE,-6.73123815929516,0,150.461217740442,"J. Hernandez",17,2,"Leganes",17
18,13.5,0,36,825,39.48,64.056,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,353783,42.945,64.94,NA,NA,NA,NA,NA,278,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01126267,0.01126267,0,"Leganes","Real Madrid",7,"Oscar Rodriguez","AML",TRUE,0,2.74439290114906,14.3121502029566,"O. Rodriguez",18,2,"Leganes",18
19,278,0,37,825,42.945,64.94,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,353783,26.88,56.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,2793135297,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.3","82.6","3.64","Back","25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01126267,0.0105949,-0.00066777,"Leganes","Real Madrid",7,"Oscar Rodriguez","AML",TRUE,-11.8638881264793,0,-151.364058556968,"O. Rodriguez",19,2,"Leganes",19
20,278.5,0,39,825,26.88,56.168,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,91200,26.145,50.592,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.0105949,0.01110462,0.00050972,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,0,0.622730591242203,-97.5091474386484,"M. Nastasic",20,2,"Leganes",20
21,14,0,41,825,26.145,50.592,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,91200,8.505,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683333333333333,2793090489,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.5","51.5","3.86","Back","8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01110462,0.00941056,-0.00169406,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,-15.9187211186977,0,-138.563016269551,"M. Nastasic",21,2,"Leganes",21
22,14.5,0,43,825,8.505,35.02,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,259393,9.66,32.164,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,0.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.00941056,0.01082722,0.00141666,"Leganes","Real Madrid",13,"Marko Dmitrovic","GK",TRUE,0,1.14271415276818,-67.9810126499807,"M. Dmitrovic",22,2,"Leganes",22
23,15,0,45,825,9.66,32.164,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,259393,15.855,20.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2793090579,0,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.0","30.5","5.21","Back","15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01082722,0.00977745,-0.00104977,"Leganes","Real Madrid",13,"Marko Dmitrovic","GK",TRUE,5.2318833104613,0,-61.5299346636699,"M. Dmitrovic",23,2,"Leganes",23
24,15.5,0,49.5,825,15.855,20.74,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,448220,29.4,17.476,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.00977745,0.01110462,0.00132717,"Leganes","Real Madrid",6,"Sergio Gonzalez","DC",TRUE,0,12.7410236747671,-13.5485169961417,"S. Gonzalez",24,2,"Leganes",24
25,16,0,54,825,29.4,17.476,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 38, 216, 218)",TRUE,448220,69.72,14.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2793090601,0,212,141,213,56,140,178,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.5","20.6","6.20","Right","66.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Leganes","Real Madrid",6,"Sergio Gonzalez","DC",TRUE,36.8340796085401,0,-4.91601997136322,"S. Gonzalez",25,2,"Leganes",25
